id,color1,color2,displacement1,displacement2,mile1,mile2,year1,year2,licensed_city1,licensed_city2,title1,title2,fuel_type1,fuel_type2,register_time1,register_time2,owner_price1,owner_price2,is_import1,is_import2,transfer_times1,transfer_times2,displacement_standard1,displacement_standard2,gearbox1,gearbox2,is_same
9569,白色,白色,1.4,1.4,6.6,3.9,2014.0,2014.0,哈尔滨,哈尔滨,现代-瑞纳 2014款 1.4L 手动智能型GLS,现代瑞纳 2014款 1.4L 手动智能型GLS,汽油,汽油,2015-11-01,2015-07-01,,,0.0,0.0,0.0,0.0,国四,国四,MT,MT,2
9570,黑色,黑色,2.0,,7.8,7.8,2011.0,2011.0,重庆,重庆,哈弗-哈弗H5 2011款 欧风版 绿静2.0T自动两驱超豪华型,哈弗H5 2011款 欧风版 绿静2.0T自动两驱超豪华型,柴油,柴油,2011-05-01,2011-05-01,,,0.0,0.0,2.0,2.0,国三,国三,AT,AT,1
9571,黑色,黑色,1.4,,9.3,9.2,2014.0,2014.0,济宁,济宁,大众-帕萨特 2014款 1.4TSI 手动尊雅版,大众帕萨特 2014款 1.4TSI 手动尊雅版,汽油,汽油,2014-01-01,2014-01-01,,,0.0,0.0,1.0,1.0,国四,国四,MT,MT,1
9572,红色,红色,1.3,1.3,2.68,2.7,2013.0,2013.0,襄阳,襄阳,众泰-众泰T200 2013款 1.3L MT都市型,众泰T200 2013款 1.3L MT都市型,汽油,汽油,2014-04-01,2014-04-01,,,0.0,0.0,0.0,0.0,国四,国四,MT,MT,1
9573,蓝色,蓝色,1.2,1.2,4.8,4.9,2010.0,2010.0,贵阳,贵阳,雪佛兰-赛欧 2010款 三厢 1.2L 手动理想版,雪佛兰赛欧 2010款 三厢 1.2L 手动温馨版,汽油,汽油,2011-06-01,2011-06-01,,,0.0,0.0,1.0,1.0,国四,国四,MT,MT,1
9574,白色,白色,2.0,,2.2,2.6,2015.0,2015.0,惠州,惠州,奔驰-奔驰E级 2015款 改款 E 260 L 运动型,奔驰E级 2015款 改款 E 260 L 运动型,汽油,汽油,2015-08-01,2015-08-01,,,0.0,0.0,1.0,1.0,国五,国五,AT,AT,1
9575,黑色,黑色,2.0,2.0,33.0,33.0,2004.0,2004.0,盐城,盐城,现代-索纳塔 2004款 2.0L 手动标准型,现代索纳塔 2004款 2.0L 手动标准型,汽油,汽油,2003-12-01,2003-12-01,,,0.0,0.0,3.0,6.0,国二,国二,MT,MT,1
9576,蓝色,蓝色,2.0,2.0,16.0,15.9,2006.0,2006.0,长春,长春,大众-速腾 2006款 2.0L 自动舒适型,大众速腾 2006款 2.0L 自动舒适型,汽油,汽油,2008-09-01,2008-09-01,,,0.0,0.0,1.0,2.0,国三,国三,AT,AT,1
9577,白色,白色,1.6,1.6,6.3,6.3,2012.0,2012.0,苏州,苏州,雪佛兰-科鲁兹 2012款 1.6L SL MT,雪佛兰科鲁兹 2012款 1.6L SL MT,汽油,汽油,2012-07-01,2012-07-01,,,0.0,0.0,0.0,0.0,国四,国四,MT,MT,1
9578,白色,白色,1.3,1.3,7.1,7.1,2011.0,2011.0,济南,济南,MG-MG3 2011款 1.3L 手动舒适版,MG3 2011款 1.3L 手动舒适版,汽油,汽油,2011-08-01,2011-08-01,,,0.0,0.0,4.0,4.0,国四,国四,MT,MT,1
9579,黑色,黑色,2.0,2.0,24.0,24.2,2007.0,2007.0,北京,北京,大众-Passat领驭 2007款 2.0L 手动标准型,大众Passat领驭 2007款 2.0L 手动标准型,汽油,汽油,2008-01-01,2008-01-01,,,0.0,0.0,1.0,1.0,国三,国三,MT,MT,1
9580,黑色,黑色,1.8,1.8,5.2,5.3,2004.0,2004.0,重庆,,大众-桑塔纳志俊 2004款 1.8L 手动舒适型,大众桑塔纳志俊 2004款 1.8L 手动舒适型,汽油,汽油,2004-04-01,2004-04-01,,,0.0,0.0,0.0,2.0,国二,国二,MT,MT,1
9581,黑色,黑色,1.5,1.5,4.85,4.8,2012.0,2012.0,郑州,郑州,比亚迪-比亚迪L3 2012款 1.5L 手动舒适型,比亚迪L3 2012款 1.5L 手动舒适型,汽油,汽油,2013-03-01,2013-03-01,,,0.0,0.0,1.0,1.0,国四,国四,MT,MT,1
9582,银色,银灰色,2.4,2.4,17.0,17.0,2008.0,2008.0,郑州,郑州,本田-奥德赛 2008款 2.4L 普通版,本田奥德赛 2008款 2.4L 普通版,汽油,汽油,2009-03-01,2009-03-01,,,0.0,0.0,1.0,1.0,国四,国四,AT,AT,1
9583,银色,银灰色,2.0,2.0,12.2,12.2,2004.0,2004.0,保定,保定,大众-途安 2004款 2.0L 手豪5座,大众途安 2004款 2.0L 手豪5座,汽油,汽油,2005-06-01,2005-06-01,,,0.0,0.0,2.0,2.0,国二,国二,MT,MT,1
9584,黑色,黑色,2.0,2.0,11.6,11.6,2006.0,2006.0,郑州,郑州,雪铁龙-凯旋 2006款 2.0L 手动精英型,雪铁龙凯旋 2006款 2.0L 手动精英型,汽油,汽油,2007-01-01,2007-02-01,,,0.0,0.0,1.0,1.0,国三,国三,MT,MT,1
9585,黑色,黑色,1.8,1.8,11.0,11.5,2006.0,2006.0,北京,北京,福特-福克斯 2006款 两厢 1.8L 手动经典型,福特福克斯 2006款 两厢 1.8L 手动经典型,汽油,汽油,2006-12-01,2007-03-01,,,0.0,0.0,0.0,1.0,国二,国三,MT,MT,2
9586,黑色,黑色,2.4,2.4,7.4,7.4,2010.0,2010.0,北京,北京,别克-君越 2010款 2.4L雅致版,别克君越 2010款 2.4L雅致版,汽油,汽油,2010-11-01,2010-11-01,,,0.0,0.0,3.0,3.0,国四,国四,AT,AT,1
9587,黄色,黄色,1.6,1.6,9.5,9.5,2011.0,2011.0,西安,西安,雪佛兰-科鲁兹 2011款 1.6L SE AT 变形金刚版,雪佛兰科鲁兹 2011款 1.6L SE AT 变形金刚版,汽油,汽油,2011-12-01,2011-12-01,,,0.0,0.0,1.0,1.0,国四,国四,AT,AT,1
9588,灰色,深灰色,1.4,,7.6,7.6,2011.0,2011.0,哈尔滨,哈尔滨,大众-迈腾 2011款 1.4TSI 精英型,大众迈腾 2011款 1.4TSI 精英型,汽油,汽油,2011-03-01,2011-03-01,,,0.0,0.0,2.0,2.0,国四,国四,AT,AT,1
9589,蓝色,蓝色,2.0,2.0,11.5,11.6,2007.0,2007.0,长春,长春,马自达-马自达6 2007款 2.0L 自动豪华型,马自达6 2007款 2.0L 自动超豪华型,汽油,汽油,2007-09-01,2007-09-01,,,0.0,0.0,2.0,2.0,国三,国三,AT,AT,1
9590,银色,银灰色,1.8,1.8,15.1,15.0,2007.0,2007.0,无锡,无锡,福特-福克斯 2007款 两厢 1.8L 手动舒适型,福特福克斯 2007款 两厢 1.8L 手动舒适型,汽油,汽油,2008-03-01,2008-03-01,,,0.0,0.0,3.0,3.0,国三,国三,MT,MT,1
9591,白色,白色,2.0,2.0,5.0,5.0,2011.0,2011.0,北京,北京,现代-索纳塔八 2011款 2.0L 自动领先版,现代索纳塔八 2011款 2.0L 自动领先版,汽油,汽油,2012-06-01,2012-06-01,,,0.0,0.0,0.0,0.0,国四,国四,AT,AT,1
9592,黑色,黑色,2.0,2.0,4.7,4.7,2012.0,2012.0,苏州,苏州,马自达-睿翼 2012款 2.0L 自动精英版,马自达睿翼 2012款 2.0L 自动精英版,汽油,汽油,2014-12-01,2014-12-01,,,0.0,0.0,1.0,1.0,国四,国四,AT,AT,1
9593,蓝色,其它,1.3,1.3,10.7,10.0,2012.0,2012.0,梧州,娄底,长安商用-欧诺 2012款 1.3L精英型,长安商用欧诺 2012款 1.3L精英型,汽油,汽油,2012-04-01,2013-05-01,,,0.0,0.0,0.0,0.0,国四,国四,MT,MT,2
9594,黑色,黑色,1.6,1.6,15.5,15.5,2006.0,2007.0,青岛,青岛,起亚-赛拉图 2006款 1.6L AT GL,起亚赛拉图 2007款 1.6L AT GL,汽油,汽油,2007-08-01,2007-08-01,,,0.0,0.0,3.0,3.0,国三,国三,AT,AT,1
9595,黑色,黑色,2.3,2.3,8.0,8.0,2011.0,2011.0,北京,北京,标致-标致508 2011款 2.3L 自动豪华版,标致508 2011款 2.3L 自动豪华版,汽油,汽油,2012-09-01,2012-09-01,,,0.0,0.0,0.0,0.0,国四,国四,AT,AT,1
9596,灰色,深灰色,1.6,1.6,7.4,5.8,2011.0,2011.0,苏州,苏州,雪佛兰-科鲁兹 2011款 1.6L SE MT 变形金刚版,雪佛兰科鲁兹 2011款 1.6L SE MT 变形金刚版,汽油,汽油,2011-09-01,2011-10-01,,,0.0,0.0,2.0,0.0,国四,国四,MT,MT,2
9597,白色,白色,1.6,1.6,4.1,4.1,2012.0,2012.0,合肥,合肥,别克-英朗 2012款 GT 1.6L 手动进取版,别克英朗 2012款 GT 1.6L 手动进取版,汽油,汽油,2015-01-01,2015-01-01,,,0.0,0.0,0.0,0.0,国四,国四,MT,MT,1
9598,灰色,银灰色,2.0,2.0,3.3,3.3,2015.0,2015.0,郑州,郑州,江淮-瑞风 2015款 2.0L穿梭 汽油长轴舒适版HFC4GA3-3D,江淮瑞风 2015款 2.0L穿梭 汽油长轴舒适版HFC4GA3-3D,汽油,汽油,2015-06-01,2015-06-01,,,0.0,0.0,0.0,0.0,国四,国四,MT,MT,1
9599,黑色,黑色,1.0,1.0,9.0,9.7,2010.0,2010.0,沈阳,沈阳,比亚迪-比亚迪F0 2010款 尚酷爱国版 1.0L 铉酷型,比亚迪F0 2010款 尚酷爱国版 1.0L 铉酷型,汽油,汽油,2010-11-01,2010-11-01,,,0.0,0.0,4.0,4.0,国四,国四,MT,MT,1
9600,银色,银灰色,1.6,,11.9,11.8,2004.0,2004.0,昆明,昆明,大众-高尔夫 2004款 1.6 手动时尚型,大众高尔夫 2004款 1.6 手动时尚型,汽油,汽油,2008-12-01,2008-12-01,,,0.0,0.0,2.0,2.0,国三,国三,MT,MT,1
9601,红色,红色,2.0,2.0,15.5,15.4,2006.0,2006.0,德阳,德阳,马自达-马自达6 2006款 2.0L 手动型,马自达6 2006款 2.0L 手动型,汽油,汽油,2006-06-01,2006-06-01,,,0.0,0.0,2.0,2.0,国三,国三,MT,MT,1
9602,蓝色,蓝色,1.1,1.1,4.2,4.1,2005.0,2005.0,保定,保定,一汽-夏利 2005款 N3 1.1L 三厢,夏利 2005款 N3 1.1L 三厢,汽油,汽油,2006-02-01,2006-02-01,,,0.0,0.0,4.0,4.0,国二,国二,MT,MT,1
9603,白色,白色,1.6,1.6,4.0,2.8,2012.0,2012.0,西安,西安,福特-福克斯 2012款 三厢 1.6L 自动舒适型,福特福克斯 2012款 三厢 1.6L 自动尊贵型,汽油,汽油,2015-07-01,2015-06-01,,,0.0,0.0,1.0,0.0,国四,国四,AT,AT,2
9604,银色,银灰色,1.0,1.0,3.2,3.2,2011.0,2011.0,济南,济南,一汽-佳宝V52 2011款 1.0L 实用型LJ465QE1,一汽佳宝V52 2011款 1.0L 实用型LJ465QE1,汽油,汽油,2013-05-01,2013-05-01,,,0.0,0.0,1.0,1.0,国四,国四,MT,MT,1
9605,红色,红色,1.0,1.0,5.43,5.4,2010.0,2010.0,昆明,昆明,比亚迪-比亚迪F0 2010款 尚酷爱国版 1.0L 铉酷型,比亚迪F0 2010款 尚酷爱国版 1.0L 悦酷型,汽油,汽油,2011-01-01,2011-01-01,,,0.0,0.0,2.0,2.0,国四,国四,MT,MT,1
9606,白色,白色,2.0,2.0,7.6,8.2,2011.0,2011.0,锦州,沈阳,起亚-起亚K5 2011款 2.0L 自动DLX,起亚K5 2011款 2.0L 自动DLX,汽油,汽油,2012-01-01,2012-01-01,,,0.0,0.0,1.0,5.0,国四,国四,AT,AT,2
9607,黄色,黄色,1.0,1.0,6.35,6.4,2010.0,2010.0,南充,南充,吉利汽车-熊猫 2010款 1.0L 手动舒适型,吉利熊猫 2010款 1.0L 手动舒适型,汽油,汽油,2010-05-01,2010-05-01,,,0.0,0.0,4.0,4.0,国四,国四,MT,MT,1
9608,黑色,黑色,1.8,1.8,11.9,5.0,2007.0,2007.0,潍坊,潍坊增补,大众-桑塔纳经典 2007款 1.8L 景畅型,大众桑塔纳经典 2007款 1.8L 景畅型,汽油,汽油,2008-03-01,2012-12-01,,,0.0,0.0,1.0,1.0,国三,国三,MT,MT,2
9609,白色,白色,2.0,2.0,8.3,8.3,2013.0,2013.0,枣庄,枣庄,本田-思铂睿 2013款 2.0L 豪华版,本田思铂睿 2013款 2.0L 豪华版,汽油,汽油,2014-05-01,2014-05-01,,,0.0,0.0,0.0,0.0,国四,国四,AT,AT,1
9610,黑色,黑色,2.5,2.5,18.0,18.0,2008.0,2008.0,兰州,兰州,日产-天籁 2008款 2.5L XL领先版,日产天籁 2008款 2.5L XL领先版,汽油,汽油,2009-08-01,2009-08-01,,,0.0,0.0,1.0,1.0,国三,国四,AT,AT,1
9611,黑色,黑色,1.8,1.8,11.9,12.0,2007.0,2007.0,无锡,无锡,大众-桑塔纳经典 2007款 1.8L 景畅型,大众桑塔纳经典 2007款 1.8L 景畅型,汽油,汽油,2008-11-01,2008-11-01,,,0.0,0.0,0.0,1.0,国三,国三,MT,MT,1
9612,黑色,黑色,1.8,1.8,11.9,10.1,2007.0,2007.0,无锡,上海,大众-桑塔纳经典 2007款 1.8L 景畅型,大众桑塔纳经典 2007款 1.8L 景畅型,汽油,汽油,2008-11-01,2008-02-01,,,0.0,0.0,0.0,1.0,国三,国三,MT,MT,1
9613,金色,咖啡色,1.8,1.8,9.92,10.0,2010.0,2010.0,佛山顺德,佛山顺德区,吉利汽车-经典帝豪 2010款 三厢 1.8L CVT尊贵型,吉利经典帝豪 2010款 三厢 1.8L CVT豪华型,汽油,汽油,2011-01-01,2011-01-01,,,0.0,0.0,2.0,2.0,国四,国四,AT,AT,1
9614,白色,白色,1.0,1.0,5.6,5.3,2009.0,2009.0,临沂,临沂,长安商用-长安之星 2009款 1.0L-SC6363B-JL465Q,长安商用长安之星 2009款 1.0L-SC6363B4-JL465Q,汽油,汽油,2007-04-01,2007-04-01,,,0.0,0.0,0.0,0.0,国三,国三,MT,MT,1
9615,黑色,黑色,1.6,1.6,10.0,9.9,2006.0,2006.0,青岛,青岛,起亚-赛拉图 2006款 1.6L MT GL,起亚赛拉图 2006款 1.6L MT GL,汽油,汽油,2007-01-01,2007-01-01,,,0.0,0.0,3.0,3.0,国三,国三,MT,MT,1
9616,白色,白色,2.0,4.0,3.3,3.4,2013.0,2013.0,烟台,,奥迪-奥迪A4L 2013款 35 TFSI 自动舒适型,奥迪A4L 2013款 35 TFSI 自动标准型,汽油,汽油,2014-03-01,2014-03-01,,,0.0,0.0,2.0,2.0,国四,国四,AT,AT,1
9617,白色,白色,1.0,1.0,17.0,17.8,2009.0,2009.0,德阳,德阳,长安商用-长安之星2 2009款 1.0L-SC6399E 基本型,长安商用长安之星2 2009款 1.0L-SC6399E 基本型,汽油,油改汽,2010-02-01,2010-03-01,,,0.0,0.0,1.0,1.0,国三,国三,MT,MT,1
9618,白色,白色,2.0,0.525,5.6,5.4,2014.0,2014.0,西安,西安,宝马-宝马5系 2014款 525Li 领先型,宝马5系 2014款 525Li 领先型,汽油,汽油,2015-08-01,2015-08-01,,,0.0,0.0,0.0,0.0,国四,国四,AT,AT,1
9619,黑色,黑色,1.5,1.5,8.5,8.7,2012.0,2012.0,遂宁,遂宁,东南-V3菱悦 2012款 1.5L 手动舒适版,东南V3菱悦 2012款 1.5L 手动舒适版,汽油,油改汽,2012-12-01,2012-12-01,,,0.0,0.0,3.0,3.0,国四,国四,MT,MT,1
9620,白色,白色,1.6,1.6,13.0,12.8,2004.0,2004.0,宁波,宁波,雪铁龙-富康 2004款 新浪潮 1.6L 自动舒适型,雪铁龙富康 2004款 新浪潮 1.6L 自动舒适型,汽油,汽油,2004-04-01,2004-04-01,,,0.0,0.0,3.0,2.0,国二,国二,AT,AT,1
9621,金色,其它,1.6,,4.5,4.4,2014.0,2014.0,荆州,荆州,别克-君威 2014款 1.6T 时尚技术型,别克君威 2014款 1.6T 时尚技术型,汽油,汽油,2014-11-01,2014-11-01,,,0.0,0.0,1.0,1.0,国四,国四,AT,AT,1
9622,白色,白色,1.5,1.5,4.7,4.8,2013.0,2013.0,淄博,淄博,吉利汽车-远景 2013款 1.5L 手动舒适型,吉利远景 2013款 1.5L 手动舒适型,油改气,油改汽,2013-05-01,2013-05-01,,,0.0,0.0,0.0,0.0,国四,国四,MT,MT,1
9623,黑色,黑色,2.0,2.0,4.9,4.9,2006.0,2006.0,临沂,临沂,福特-蒙迪欧 2006款 2.0L 精英版,福特蒙迪欧 2006款 2.0L 精英版,汽油,汽油,2007-01-01,2007-01-01,,,0.0,0.0,3.0,2.0,国三,国三,AT,AT,1
9624,黑色,黑色,1.5,1.5,1.9,1.9,2013.0,2013.0,深圳,深圳,别克-凯越 2013款 1.5L 自动经典型,别克凯越 2013款 1.5L 自动经典型,汽油,汽油,2014-11-01,2014-11-01,,,0.0,0.0,0.0,0.0,国四,国四,AT,AT,1
9625,红色,红色,2.0,2.0,15.0,15.3,2010.0,2010.0,长春,长春,马自达-睿翼 2010款 2.0L 自动豪华版,马自达睿翼 2010款 2.0L 自动豪华版,汽油,汽油,2009-11-01,2009-11-01,,,0.0,0.0,2.0,2.0,国四,国四,AT,AT,1
9626,红色,红色,1.1,1.1,7.9,7.9,2007.0,2007.0,温州,温州,奇瑞-奇瑞QQ6 2007款 1.1L 手动舒适型,奇瑞QQ6 2007款 1.1L 手动舒适型,汽油,汽油,2009-06-01,2009-06-01,,,0.0,0.0,0.0,3.0,国三,国三,MT,MT,1
9627,白色,白色,2.0,2.0,12.0,12.2,2006.0,2006.0,合肥,合肥,马自达-马自达6 2006款 2.0L 手动型,马自达6 2006款 2.0L 手动型,汽油,汽油,2007-05-01,2007-05-01,,,0.0,0.0,2.0,2.0,国二,国二,MT,MT,1
9628,白色,白色,1.5,1.5,7.0,7.1,2013.0,2013.0,宁波,宁波,奇瑞-风云2 2013款 两厢 1.5L 手动锐意版,奇瑞风云2 2013款 两厢 1.5L 手动锐意版,汽油,汽油,2013-07-01,2013-07-01,,,0.0,0.0,0.0,0.0,国四,国四,MT,MT,1
9629,红色,红色,1.5,1.5,3.4,3.4,2013.0,2013.0,烟台,烟台,别克-凯越 2013款 1.5L 手动经典型,别克凯越 2013款 1.5L 手动经典型,汽油,汽油,2014-05-01,2014-05-01,,,0.0,0.0,1.0,1.0,国四,国四,MT,MT,1
9630,黑色,黑色,4.8,4.8,13.03,13.0,2007.0,2007.0,广州,广州,保时捷-Cayenne 2007款 Cayenne S 4.8L,保时捷Cayenne 2007款 Cayenne S 4.8L,汽油,汽油,2008-04-01,2008-04-01,,,0.0,0.0,0.0,0.0,国三,国三,AT,AT,1
9631,黑色,黑色,1.8,1.8,17.0,17.9,2007.0,2007.0,保定,保定,大众-桑塔纳经典 2007款 1.8L 景畅型,大众桑塔纳经典 2007款 1.8L 景畅型,汽油,汽油,2008-09-01,2008-09-01,,,0.0,0.0,1.0,1.0,国三,国三,MT,MT,1
9632,蓝色,蓝色,1.5,1.5,11.86,11.9,2009.0,2009.0,岳阳,岳阳,福特-嘉年华 2009款 三厢 1.5L 自动时尚型,福特嘉年华 2009款 三厢 1.5L 自动时尚型,汽油,汽油,2010-12-01,2010-12-01,,,0.0,0.0,1.0,1.0,国四,国四,AT,AT,1
9633,红色,红色,1.5,1.5,10.0,10.3,2008.0,2008.0,哈尔滨,哈尔滨,本田-锋范经典 2008款 1.5L 自动精英版,本田锋范经典 2008款 1.5L 自动精英版,汽油,汽油,2010-08-01,2010-08-01,,,0.0,0.0,1.0,1.0,国四,国四,AT,AT,1
9634,白色,白色,1.6,1.6,1.5,1.5,2014.0,2014.0,天津,天津,丰田-卡罗拉 2014款 1.6L CVT GL-i真皮版,丰田卡罗拉 2014款 1.6L CVT GL-i真皮版,汽油,汽油,2016-02-01,2016-02-01,,,0.0,0.0,1.0,1.0,国五,国五,AT,AT,1
9635,蓝色,蓝色,1.3,1.3,11.7,11.7,2007.0,2007.0,长春,长春,奇瑞-奇瑞A1 2007款 1.3L 手动舒适型,奇瑞A1 2007款 1.3L 手动舒适型,汽油,汽油,2007-09-01,2007-09-01,,,0.0,0.0,2.0,1.0,国三,国三,MT,MT,1
9636,白色,白色,1.0,1.0,6.0,6.1,2012.0,2012.0,深圳,深圳,铃木-北斗星 2012款 创业版 1.0L 手动超越型,铃木北斗星 2012款 创业版 1.0L 手动超越型,汽油,汽油,2012-08-01,2012-08-01,,,0.0,0.0,1.0,1.0,国四,国四,MT,MT,1
9637,银色,银灰色,1.0,1.0,5.0,6.0,2011.0,2011.0,沈阳,沈阳,一汽-佳宝V52 2011款 1.0L 实用型DA465QA,一汽佳宝V52 2011款 1.0L 实用型DA465QA,汽油,汽油,2012-03-01,2012-03-01,,,0.0,0.0,1.0,1.0,国四,国四,MT,MT,1
9638,红色,红色,1.6,,4.23,4.2,2010.0,2010.0,石家庄,石家庄,大众-高尔夫 2010款 1.6 自动舒适型,大众高尔夫 2010款 1.6 自动舒适型,汽油,汽油,2010-12-01,2010-12-01,,,0.0,0.0,1.0,1.0,国四,国四,AT,AT,1
9639,黑色,黑色,1.8,1.8,5.1,5.1,2008.0,2008.0,呼和浩特,呼和浩特,大众-桑塔纳志俊 2008款 1.8L 手动舒适型,大众桑塔纳志俊 2008款 1.8L 手动舒适型,汽油,汽油,2010-05-01,2010-05-01,,,0.0,0.0,2.0,2.0,国四,国三,MT,MT,1
9640,白色,白色,2.0,2.0,5.8,5.7,2014.0,2014.0,清远,清远,广汽传祺-传祺GS5 2014款 2.0L 自动两驱超享版,传祺GS5 2014款 2.0L 自动两驱超享版,汽油,汽油,2014-11-01,2014-11-01,,,0.0,0.0,0.0,0.0,国四,国四,AT,AT,1
9641,蓝色,蓝色,1.8,1.8,10.0,10.7,2007.0,2007.0,长春,长春,奇瑞-瑞虎 2007款 1.8L 手动舒适型,奇瑞瑞虎 2007款 1.8L 手动舒适型,汽油,汽油,2008-06-01,2008-06-01,,,0.0,0.0,2.0,2.0,国四,国四,MT,MT,1
9642,黑色,黑色,1.5,1.5,4.3,4.2,2013.0,2013.0,中山,中山,东风-帅客 2013款 改款 1.5L 手动舒适型7座 国IV,东风帅客 2013款 改款 1.5L 手动舒适型7座 国IV,汽油,汽油,2013-09-01,2013-09-01,,,0.0,0.0,0.0,1.0,国四,国四,MT,MT,1
9643,白色,白色,1.5,1.5,4.3,4.3,2012.0,2012.0,呼和浩特,呼和浩特,东风-景逸 2012款 XL 1.5L 手动豪华型,东风风行景逸 2012款 XL 1.5L 手动标准型,汽油,汽油,2013-10-01,2013-10-01,,,0.0,0.0,1.0,1.0,国四,国四,MT,MT,1
9644,黑色,黑色,1.3,1.3,7.0,7.0,2009.0,2009.0,成都,成都,长城-长城M1 2009款 1.3L 两驱豪华型,长城M1 2009款 1.3L 两驱舒适型,汽油,汽油,2010-03-01,2010-03-01,,,0.0,0.0,1.0,1.0,国三,国三,MT,MT,1
9645,白色,深灰色,1.6,1.6,6.5,6.6,2010.0,2010.0,长春,长春,大众-捷达 2010款 1.6L 伙伴,大众捷达 2010款 1.6L 伙伴,汽油,汽油,2011-09-01,2012-12-01,,,0.0,0.0,2.0,2.0,国四,国四,MT,MT,2
9646,黑色,黑色,2.0,2.0,7.8,7.8,2010.0,2010.0,襄阳,襄阳,哈弗-哈弗H3 2010款 2.0手动豪华版,哈弗H3 2010款 锐意版 2.0L 豪华型,汽油,汽油,2011-05-01,2011-05-01,,,0.0,0.0,1.0,1.0,国四,国四,MT,MT,1
9647,橙色,咖啡色,1.8,,8.9,9.0,2009.0,2009.0,威海,威海,斯柯达-昊锐 2009款 1.8TSI 自动贵雅版,斯柯达昊锐 2009款 1.8TSI 自动贵雅版,汽油,汽油,2010-02-01,2010-02-01,,,0.0,0.0,2.0,2.0,国四,国四,AT,AT,1
9648,银色,银灰色,2.4,2.4,9.5,9.5,2014.0,2014.0,青岛,青岛,别克-别克GL8 2014款 2.4L 经典版,别克GL8 2014款 2.4L 经典版,汽油,汽油,2014-08-01,2014-08-01,,,0.0,0.0,2.0,2.0,国四,国四,AT,AT,1
9649,白色,白色,1.6,1.6,8.5,8.6,2004.0,2004.0,临沂,临沂,海马-海福星 2004款 1.6L GLX,海马海福星 2004款 1.6L GLX,汽油,汽油,2004-03-01,2004-03-01,,,0.0,0.0,1.0,1.0,国二,国二,MT,MT,1
9650,白色,白色,1.4,1.4,24.7,24.7,2005.0,2005.0,绵阳,绵阳,雪铁龙-富康 2005款 1.4L 手动典约版,雪铁龙富康 2005款 1.4L 手动典约版,油改气,油改汽,2006-02-01,2006-02-01,,,0.0,0.0,6.0,6.0,国三,国三,MT,MT,1
9651,白色,白色,1.3,1.3,93.0,9.3,2009.0,2009.0,苏州,苏州,吉利汽车-熊猫 2009款 1.3L 手动乐动版,吉利熊猫 2009款 1.3L 手动乐动版,汽油,汽油,2009-10-01,2009-10-01,,,0.0,0.0,3.0,3.0,国三,国三,MT,MT,1
9652,白色,白色,1.8,1.8,11.36,11.3,2011.0,2011.0,乌鲁木齐,乌鲁木齐,福特-福克斯 2011款 两厢 1.8L 手动舒适型,福特福克斯 2011款 两厢 1.8L 手动舒适型,汽油,汽油,2012-02-01,2012-02-01,,,0.0,0.0,0.0,0.0,国四,国四,MT,MT,1
9653,红色,红色,1.4,1.4,4.0,6.9,2011.0,2011.0,成都,成都,标致-标致207 2011款 两厢 1.4L 手动驭乐版,标致207 2011款 两厢 1.4L 手动驭乐版,汽油,汽油,2012-12-01,2012-12-01,,,0.0,0.0,1.0,1.0,国四,国四,MT,MT,1
9654,红色,红色,1.6,1.6,10.4,10.4,2009.0,2009.0,北京,北京,雪佛兰-科鲁兹 2009款 1.6L SE MT,雪佛兰科鲁兹 2009款 1.6L SE MT,汽油,汽油,2010-07-01,2010-07-01,,,0.0,0.0,0.0,0.0,国四,国四,MT,MT,1
9655,灰色,深灰色,1.4,1.4,4.4,4.4,2011.0,2011.0,太原,太原,大众-POLO 2011款 1.4L 自动致酷版,大众POLO 2011款 1.4L 自动致酷版,汽油,汽油,2013-01-01,2013-01-01,,,0.0,0.0,2.0,2.0,国四,国四,AT,AT,1
9656,银色,银灰色,1.2,1.2,14.68,14.7,2011.0,2011.0,惠州,惠州,五菱汽车-五菱荣光 2011款 1.2L标准型,五菱荣光 2011款 1.2L标准型,汽油,汽油,2011-10-01,2011-10-01,,,0.0,0.0,2.0,2.0,国四,国四,MT,MT,1
9657,灰色,深灰色,2.3,2.3,5.9,5.9,2010.0,2010.0,北京,北京,福特-蒙迪欧-致胜 2010款 2.3L 时尚型,福特蒙迪欧-致胜 2010款 2.3L 时尚型,汽油,汽油,2010-04-01,2010-05-01,,,0.0,0.0,0.0,0.0,国四,国四,AT,AT,2
9658,银色,银灰色,1.6,1.6,19.6,19.6,2005.0,2005.0,莆田,莆田,现代-伊兰特 2005款 1.6L 自动豪华型,现代伊兰特 2005款 1.6L 自动豪华型,汽油,汽油,2006-02-01,2006-02-01,,,0.0,0.0,1.0,1.0,国三,国三,AT,AT,1
9659,黑色,黑色,1.6,,3.6,3.6,2016.0,2012.0,沈阳,沈阳,日产-轩逸 2016款 经典 1.6XE 手动舒适版,日产轩逸 2012款 经典 1.6XE 手动舒适版,汽油,汽油,2016-09-01,2016-09-01,,,0.0,0.0,0.0,0.0,国四,国四,MT,MT,1
9660,白色,白色,1.2,1.2,2.89,2.9,2013.0,2013.0,郑州,郑州,雪佛兰-赛欧 2013款 三厢 1.2L AMT理想版,雪佛兰赛欧 2013款 三厢 1.2L AMT理想版,汽油,汽油,2014-11-01,2014-11-01,,,0.0,0.0,0.0,0.0,国四,国四,AT,AT,1
